Code,PR_Batch,EHI_number,IN Code (from EHI_number),ENA accession,Raw data (GB),species,Reference genome,Reference genome species,Reference genome closeness,Number of previous preprocessings,alias_bam,alias_fastq,Autonumber1,Autonumber2,AB (Assembly+Binning),reads_pre_fastp,reads_post_fastp,bases_pre_fastp,bases_post_fastp,adapter_trimmed_reads,adapter_trimmed_bases,host_reads,metagenomic_bases,host_bases,reads_lost_fastp_percent,bases_lost_fastp_percent,adapter_percent,host_percent,singlem_fraction,Indexed library molarity,Adaptor/library ratio,Index (from Sequence alias),IN Code (from Sequence alias),Volume (ul) (from Sequence alias),ENA_run_accession,ENA_sample_accession,ENA_experiment_accession,ENA_project_accession,analysis_code,project,analysis_center,analysis_date,file_name_bam,file_name_fastq1,file_name_fastq2,analysis_protocol,latitude,longitude,geocache,geographic location,Initial DNA for library (from IN Code) (from EHI_number),region,sample_type,bacterial_archaeal_bases,AB (Assembly+Binning) 2,Number of assemblies,Number of MAGs,kappa,C,LR,modelR,LRstar,diversity,Submit_PR,nonpareil_estimated_coverage,number_bins,assembly_batches,status,host_bam_url,sex,order,country
PR00704,PRB0002,EHI00100,ABK86E1L1I1,ERR9762958,2.80,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00100G1,EHI00100M1,704,00704,,51795920,50521058,7769388000,7330697256,7323838,258118294,15761928,4932226498,2398470758,2%,6%,3%,33%,63%,45.53,0.00,148,ABK86E1L1I1,1.10,ERR9762958,SAMEA14374109,ERX9310805,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00100_G.bam,EHI00100_M_1.fq.gz,EHI00100_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.598,0.763,,"42.5981,0.763111",143.8,Aragón,Faecal,3096440925.0,EHA00288,1,24,0.8840,0.8934,2466093663,0.9999,5464923270,18.5648,,45.126%,24,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00100_G.bam,Male,Squamata,Spain
PR00705,PRB0002,EHI00101,ABK73E1L1I1,ERR9762959,7.80,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00101G1,EHI00101M1,705,00705,,54007652,52738086,8101147800,7375411735,14727120,566739137,3115932,6923483370,451928365,2%,9%,7%,6%,21%,25.44,0.00,149,ABK73E1L1I1,1.00,ERR9762959,SAMEA14374158,ERX9310806,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00101_G.bam,EHI00101_M_1.fq.gz,EHI00101_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.712,-0.607,,"42.71173,-0.606746",24.0,Aragón,Faecal,1482862217.0,EHA00289,1,14,0.8116,0.8263,3461619361,0.9891,149013953063,19.1625,,2.323%,14,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00101_G.bam,Male,Squamata,Spain
PR00706,PRB0002,EHI00102,ABL98E1L1I1,ERR9762960,6.10,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00102G1,EHI00102M1,706,00706,,18306758,17567466,2746013700,2507881046,3621936,146228988,13132724,0,2507881046,4%,9%,5%,100%,0%,20.35,0.00,150,ABL98E1L1I1,1.30,ERR9762960,SAMEA14374107,ERX9310807,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00102_G.bam,EHI00102_M_1.fq.gz,EHI00102_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.477,0.715,,"42.477,0.714563",3.9,Catalunya,Faecal,0.0,,0,0,0.4837,0.5149,272720033,0.9977,16610372340,19.2406,,1.642%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00102_G.bam,Male,Squamata,Spain
PR00707,PRB0002,EHI00103,ABJ75E1L1I1,ERR9762961,4.30,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00103G1,EHI00103M1,707,00707,,19720476,19072640,2958071400,2754460333,3093485,112431567,5554712,1910930817,843529516,3%,7%,4%,31%,52%,5.92,0.00,151,ABJ75E1L1I1,2.20,ERR9762961,SAMEA14374136,ERX9310808,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00103_G.bam,EHI00103_M_1.fq.gz,EHI00103_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.627,0.764,,"42.62721,0.763644",167.0,Catalunya,Faecal,994801653.0,EHA00290,1,16,0.7922,0.8082,955457515,0.9999,5560343344,18.6061,,17.183%,16,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00103_G.bam,Male,Squamata,Spain
PR00708,PRB0002,EHI00104,ABL31E1L1I1,ERR9762962,4.00,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00104G1,EHI00104M1,708,00708,,18392660,17778760,2758899000,2581900679,2516300,89636962,4207576,1938199010,643701669,3%,6%,3%,25%,51%,8.61,0.00,152,ABL31E1L1I1,1.50,ERR9762962,SAMEA14374120,ERX9310809,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00104_G.bam,EHI00104_M_1.fq.gz,EHI00104_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.506,0.719,,"42.5058,0.718685",191.9,Aragón,Faecal,994760321.0,EHA00291,1,10,0.7992,0.8147,969093581,0.9909,29222256836,18.0527,,3.316%,10,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00104_G.bam,Male,Squamata,Spain
PR00709,PRB0002,EHI00105,ABK67E1L1I1,ERR9762963,9.40,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00105G1,EHI00105M1,709,00709,,26111450,25188116,3916717500,3645612419,3889364,145015376,44588,3639917634,5694785,4%,7%,4%,0%,63%,33.37,0.00,153,ABK67E1L1I1,1.20,ERR9762963,SAMEA14374155,ERX9310810,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00105_G.bam,EHI00105_M_1.fq.gz,EHI00105_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.712,-0.607,,"42.71173,-0.606746",190.5,Aragón,Faecal,2278497225.0,EHA00292,1,23,0.8428,0.8552,1819948597,0.9990,7209830583,18.8266,,25.243%,23,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00105_G.bam,Male,Squamata,Spain
PR00710,PRB0002,EHI00106,ABM11E1L1I1,ERR9762964,2.60,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00106G1,EHI00106M1,710,00710,,40749870,37506206,6112480500,5004217893,16346648,754457798,7844930,3945591141,1058626752,8%,18%,12%,21%,43%,34.56,0.11,154,ABM11E1L1I1,1.10,ERR9762964,SAMEA14374106,ERX9310811,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00106_G.bam,EHI00106_M_1.fq.gz,EHI00106_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.477,0.715,,"42.477,0.714563",0.0,Catalunya,Faecal,1682558053.0,EHA00293,1,0,0.9344,0.9399,1972617378,0.9972,9408703005,17.5656,,20.966%,0,1,Assembly,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00106_G.bam,Male,Squamata,Spain
PR00711,PRB0002,EHI00107,ABL02E1L1I1,ERR9762965,6.30,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00107G1,EHI00107M1,711,00711,,34727030,33372668,5209054500,4827218986,5234682,189439081,1212064,4642961628,184257358,4%,7%,4%,4%,58%,29.40,0.00,155,ABL02E1L1I1,1.30,ERR9762965,SAMEA14374115,ERX9310812,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00107_G.bam,EHI00107_M_1.fq.gz,EHI00107_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.506,0.719,,"42.5058,0.718685",193.8,Aragón,Faecal,2710823433.0,EHA00294,1,21,0.8884,0.8975,2321475232,0.9994,4429752826,18.7900,,52.406%,21,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00107_G.bam,Male,Squamata,Spain
PR00712,PRB0002,EHI00108,ABL27E1L1I1,ERR9762966,7.60,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00108G1,EHI00108M1,712,00712,,26773384,25805812,4016007600,3674002956,5282571,222293900,2618670,3279831890,394171066,4%,9%,6%,11%,64%,17.99,0.00,156,ABL27E1L1I1,1.40,ERR9762966,SAMEA14374118,ERX9310813,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00108_G.bam,EHI00108_M_1.fq.gz,EHI00108_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.506,0.719,,"42.5058,0.718685",13.0,Aragón,Faecal,2091542867.0,EHA00295,1,10,0.8994,0.9076,1639893698,0.9991,1855890789,17.6963,,88.362%,10,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00108_G.bam,Male,Squamata,Spain
PR00713,PRB0002,EHI00110,ABJ73E1L1I1,ERR9762968,3.00,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00110G1,EHI00110M1,713,00713,,27533128,26359898,4129969200,3765081112,5444783,214025449,4064494,3173333843,591747269,4%,9%,5%,16%,73%,79.15,0.00,158,ABJ73E1L1I1,0.80,ERR9762968,SAMEA14374135,ERX9310815,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00110_G.bam,EHI00110_M_1.fq.gz,EHI00110_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.627,0.764,,"42.62721,0.763644",55.7,Catalunya,Faecal,2328640003.0,EHA00296,1,7,0.9825,0.9840,1586641931,0.9974,428739876,16.8963,,370.071%,7,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00110_G.bam,Male,Squamata,Spain
PR00714,PRB0002,EHI00111,ABK03E1L1I1,ERR9762969,3.80,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00111G1,EHI00111M1,714,00714,,35784960,34281934,5367744000,4928493825,6413318,233706747,1028132,4776539546,151954279,4%,8%,4%,3%,58%,16.16,0.00,159,ABK03E1L1I1,1.60,ERR9762969,SAMEA14374141,ERX9310816,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00111_G.bam,EHI00111_M_1.fq.gz,EHI00111_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.737,-0.590,,"42.7373,-0.589984",16.0,Aragón,Faecal,2786697560.0,EHA00297,1,36,0.8517,0.8635,2388253501,0.9997,7241692026,19.0455,,32.979%,36,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00111_G.bam,Male,Squamata,Spain
PR00715,PRB0002,EHI00112,ABK20E1L1I1,ERR9762970,4.10,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00112G1,EHI00112M1,715,00715,,37190432,34527894,5578564800,4865072065,8514186,401380189,608948,4779888880,85183185,7%,13%,7%,2%,57%,26.98,0.00,160,ABK20E1L1I1,1.00,ERR9762970,SAMEA14374146,ERX9310817,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00112_G.bam,EHI00112_M_1.fq.gz,EHI00112_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.737,-0.590,,"42.7373,-0.589984",184.8,Aragón,Faecal,2741246294.0,EHA00298,1,20,0.8316,0.8449,2389902428,0.9995,9555594932,19.1008,,25.011%,20,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00112_G.bam,Male,Squamata,Spain
PR00716,PRB0002,EHI00113,ABK61E1L1I1,ERR9762971,3.90,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00113G1,EHI00113M1,716,00716,,68657454,65792686,10298618100,9436528837,12339457,528276427,4125660,8819435934,617092903,4%,8%,5%,7%,66%,36.40,0.00,161,ABK61E1L1I1,1.10,ERR9762971,SAMEA14374154,ERX9310818,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00113_G.bam,EHI00113_M_1.fq.gz,EHI00113_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.712,-0.607,,"42.71173,-0.606746",193.2,Aragón,Faecal,5806352693.0,EHA00299,1,58,0.9207,0.9273,4409662902,0.9996,4975072859,19.0453,,88.635%,58,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00113_G.bam,Male,Squamata,Spain
PR00717,PRB0002,EHI00114,ABL29E1L1I1,ERR9762972,2.80,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00114G1,EHI00114M1,717,00717,,50417286,49154450,7562592900,7149848436,6590275,234375841,581288,7062674009,87174427,3%,5%,3%,1%,62%,42.11,0.00,162,ABL29E1L1I1,1.20,ERR9762972,SAMEA14374119,ERX9310819,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00114_G.bam,EHI00114_M_1.fq.gz,EHI00114_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.506,0.719,,"42.5058,0.718685",133.4,Aragón,Faecal,4384257098.0,EHA00300,1,33,0.9296,0.9355,3531332278,0.9995,3797053022,18.5880,,93.002%,33,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0002/EHI00114_G.bam,Male,Squamata,Spain
PR00718,PRB0004,EHI00115,ABL03E1L1I1,ERR9762973,4.40,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00115G1,EHI00115M1,718,00718,,42054474,39639302,6308171100,5679127341,7711467,312204302,405588,5616775080,62352261,6%,10%,5%,1%,44%,41.07,0.00,163,ABL03E1L1I1,1.30,ERR9762973,SAMEA14374114,ERX9310820,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00115_G.bam,EHI00115_M_1.fq.gz,EHI00115_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.598,0.763,,"42.5981,0.763111",84.0,Aragón,Faecal,2480030050.0,EHA00301,1,19,0.9027,0.9107,2808356934,0.9842,135491512661,16.6634,,2.073%,19,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00115_G.bam,Male,Squamata,Spain
PR00719,PRB0004,EHI00116,ABK44E1L1I1,ERR9762974,4.70,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00116G1,EHI00116M1,719,00719,,40237784,38696942,6035667600,5622642855,5419097,194107360,265906,5583046169,39596686,4%,7%,3%,1%,57%,26.78,0.00,164,ABK44E1L1I1,1.00,ERR9762974,SAMEA14374148,ERX9310821,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00116_G.bam,EHI00116_M_1.fq.gz,EHI00116_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.775,-0.594,,"42.775299,-0.593873",182.2,Aragón,Faecal,3209584803.0,EHA00302,1,17,0.9633,0.9664,2791521214,0.9998,1851884753,17.7613,,150.739%,17,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00116_G.bam,Male,Squamata,Spain
PR00720,PRB0004,EHI00117,ABK69E1L1I1,ERR9762975,3.90,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00117G1,EHI00117M1,720,00720,,62883168,61050828,9432475200,8747455476,12260513,444773876,2839040,8323638751,423816725,3%,7%,5%,5%,69%,68.70,0.00,165,ABK69E1L1I1,0.90,ERR9762975,SAMEA14374156,ERX9310822,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00117_G.bam,EHI00117_M_1.fq.gz,EHI00117_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.712,-0.607,,"42.71173,-0.606746",145.9,Aragón,Faecal,5767113140.0,EHA00303,1,37,0.9204,0.9270,4161782380,0.9998,5044977088,18.6526,,82.494%,37,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00117_G.bam,Male,Squamata,Spain
PR00721,PRB0004,EHI00118,ABL57E1L1I1,ERR9762976,4.40,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00118G1,EHI00118M1,721,00721,,38576198,37032818,5786429700,5390034464,4982335,173957859,5151656,4605642947,784391517,4%,7%,3%,15%,69%,34.70,0.00,166,ABL57E1L1I1,1.10,ERR9762976,SAMEA14374127,ERX9310823,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00118_G.bam,EHI00118_M_1.fq.gz,EHI00118_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.637,0.755,,"42.6368,0.755111",169.4,Catalunya,Faecal,3167562501.0,EHA00304,1,20,0.8814,0.8910,2302802999,0.9998,5177854440,18.7640,,44.474%,20,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00118_G.bam,Male,Squamata,Spain
PR00722,PRB0004,EHI00119,ABK59E1L1I1,ERR9762977,10.30,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00119G1,EHI00119M1,722,00722,,44582670,43021422,6687400500,6242598871,6282248,222782466,259134,6203871307,38727564,4%,7%,3%,1%,60%,40.35,0.00,167,ABK59E1L1I1,1.00,ERR9762977,SAMEA14374153,ERX9310824,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00119_G.bam,EHI00119_M_1.fq.gz,EHI00119_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.712,-0.607,,"42.71173,-0.606746",200.0,Aragón,Faecal,3711790945.0,EHA00305,1,23,0.9076,0.9152,3101930153,0.9997,6084680726,18.2793,,50.979%,23,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00119_G.bam,Male,Squamata,Spain
PR00723,PRB0004,EHI00120,ABK16E1L1I1,ERR9762978,4.20,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00120G1,EHI00120M1,723,00723,,32898650,31455122,4934797500,4579850919,4205364,147043059,333028,4528812896,51038023,4%,7%,3%,1%,70%,22.24,0.00,168,ABK16E1L1I1,1.20,ERR9762978,SAMEA14374144,ERX9310825,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00120_G.bam,EHI00120_M_1.fq.gz,EHI00120_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.737,-0.590,,"42.7373,-0.589984",197.6,Aragón,Faecal,3173800613.0,EHA00306,1,21,0.8822,0.8917,2264402805,0.9998,6122624306,18.6455,,36.984%,21,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00120_G.bam,Male,Squamata,Spain
PR00724,PRB0004,EHI00121,ABL53E1L1I1,ERR9762979,5.80,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00121G1,EHI00121M1,724,00724,,28713540,27980368,4307031000,4058278597,4138712,148166020,7851796,2862134850,1196143747,3%,6%,3%,29%,54%,35.46,0.00,169,ABL53E1L1I1,1.10,ERR9762979,SAMEA14374126,ERX9310826,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00121_G.bam,EHI00121_M_1.fq.gz,EHI00121_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.637,0.755,,"42.6368,0.755111",142.1,Catalunya,Faecal,1545227776.0,EHA00307,1,12,0.7706,0.7880,1431056424,0.9996,16549235969,18.5742,,8.647%,12,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00121_G.bam,Male,Squamata,Spain
PR00725,PRB0004,EHI00122,ABI42E1L1I1,ERR9762980,5.40,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00122G1,EHI00122M1,725,00725,,50367214,49194748,7555082100,7158348822,6589584,240894974,366430,7102101324,56247498,2%,5%,3%,1%,73%,40.26,0.00,170,ABI42E1L1I1,1.00,ERR9762980,SAMEA14374161,ERX9310827,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00122_G.bam,EHI00122_M_1.fq.gz,EHI00122_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.789,-0.597,,"42.7889,-0.597015",188.4,Aragón,Faecal,5155318531.0,EHA00308,1,45,0.9177,0.9244,3551041120,0.9998,4734163516,18.7735,,75.009%,45,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00122_G.bam,Male,Squamata,Spain
PR00726,PRB0004,EHI00124,ABI44E1L1I1,ERR9762982,1.60,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00124G1,EHI00124M1,726,00726,,35968788,35166396,5395318200,5085156474,5707931,202078542,766134,4971985433,113171041,2%,6%,4%,2%,59%,54.85,0.00,173,ABI44E1L1I1,1.20,ERR9762982,SAMEA14374162,ERX9310829,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00124_G.bam,EHI00124_M_1.fq.gz,EHI00124_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.789,-0.597,,"42.7889,-0.597015",50.6,Aragón,Faecal,2930138189.0,EHA00309,1,21,0.9172,0.9241,2485971936,0.9999,3759526721,18.1352,,66.125%,21,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00124_G.bam,Male,Squamata,Spain
PR00727,PRB0004,EHI00125,ABJ59E1L1I1,ERR9762983,3.40,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00125G1,EHI00125M1,727,00727,,33430454,32677836,5014568100,4713721732,5640799,197653631,2139488,4400232740,313488992,2%,6%,4%,7%,61%,42.09,0.00,174,ABJ59E1L1I1,1.20,ERR9762983,SAMEA14374133,ERX9310830,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00125_G.bam,EHI00125_M_1.fq.gz,EHI00125_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.556,0.753,,"42.55591,0.752807",75.8,Catalunya,Faecal,2698438046.0,EHA00310,1,24,0.8457,0.8579,2200102976,0.9984,16361624101,18.6601,,13.447%,24,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00125_G.bam,Male,Squamata,Spain
PR00728,PRB0004,EHI00126,ABK55E1L1I1,ERR9762984,2.70,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00126G1,EHI00126M1,728,00728,,20833296,20064084,3124994400,2917306572,2745133,100313908,7104448,1722653615,1194652957,4%,7%,3%,41%,52%,25.53,0.00,175,ABK55E1L1I1,1.00,ERR9762984,SAMEA14374151,ERX9310831,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00126_G.bam,EHI00126_M_1.fq.gz,EHI00126_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.712,-0.607,,"42.71173,-0.606746",145.0,Aragón,Faecal,902093563.0,EHA00311,1,11,0.7470,0.7660,861310588,0.9998,6564796856,18.8031,,13.12%,11,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00126_G.bam,Male,Squamata,Spain
PR00729,PRB0004,EHI00128,ABL76E1L1I1,ERR9762986,2.70,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00128G1,EHI00128M1,729,00729,,30259772,29063244,4538965800,4170096964,5368939,211045563,1029222,4020760812,149336152,4%,8%,5%,4%,62%,36.00,0.00,177,ABL76E1L1I1,1.10,ERR9762986,SAMEA14374104,ERX9310833,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00128_G.bam,EHI00128_M_1.fq.gz,EHI00128_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.477,0.715,,"42.477,0.714563",193.8,Catalunya,Faecal,2496886461.0,EHA00312,1,22,0.8061,0.8212,2010363301,0.9996,9850765395,19.3249,,20.408%,22,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00128_G.bam,Male,Squamata,Spain
PR00730,PRB0004,EHI00129,ABL33E1L1I1,ERR9762987,7.40,Podarcis muralis,G0001,Podarcis muralis,Same,1,EHI00129G1,EHI00129M1,730,00730,,26697678,25735814,4004651700,3721880903,4025239,149146329,1394122,3509154809,212726094,4%,7%,4%,6%,66%,15.29,0.00,178,ABL33E1L1I1,1.70,ERR9762987,SAMEA14374121,ERX9310834,PRJEB51864,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Podarcis muralis,EHI,2023-03-30,EHI00129_G.bam,EHI00129_M_1.fq.gz,EHI00129_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,42.506,0.719,,"42.5058,0.718685",198.0,Aragón,Faecal,2306793089.0,EHA00313,1,18,0.8043,0.8195,1754569065,0.9997,7676368678,19.1393,,22.857%,18,1,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0004/EHI00129_G.bam,Male,Squamata,Spain
